"district","store_number","store_name","address","latitude","longitude","store_type","navermap_link"
"성남시중원구","24541518","개인택시(고광진)","경기 성남시 중원구 순환로198번길 12,","37.4410034","127.1805581","",""
"성남시중원구","24541682","개인택시(오흥식)","경기 성남시 중원구 박석로49번길 16-5","37.437431","127.1640108","",""
"성남시중원구","24541823","개인택시(한종식)","경기 성남시 중원구 은행로18번길 26-1,","37.4540026","127.1665061","",""
"성남시중원구","24541948","개인택시(박성군)","경기  성남시  중원구  금광2동","37.4462711","127.1640276","",""
"성남시중원구","24542326","개인택시(이동신)","경기 성남시 중원구 광명로 243-10","37.442464","127.1534109","",""
"성남시중원구","24542433","개인택시(유병화)","경기 성남시 중원구 광명로395번길 20-1","0.0","0.0","",""
"성남시중원구","24542474","개인택시(이복영)","경기  성남시  중원구  하대원동","37.4282988","127.1463215","",""
"성남시중원구","24542557","개인택시(박상용)","경기 성남시 중원구 은행로35번길 2,","37.4550996","127.1658617","",""
"성남시중원구","24542664","개인택시(유영록)","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","24542722","개인택시(고중해)","경기 성남시 중원구 황송로 6,","37.4450443","127.1694241","",""
"성남시중원구","24544686","개인택시(한광철)","경기 성남시 중원구 자혜로44번길 11,","37.4496566","127.1648812","",""
"성남시중원구","24545683","개인택시(박경록)","경기 성남시 중원구 황송로 6,","37.4450443","127.1694241","",""
"성남시중원구","24545725","개인택시(문병호)","경기 성남시 중원구 제일로63번길 20-7,","37.4325453","127.133343","",""
"성남시중원구","24545964","개인택시(황휘연)","경기 성남시 중원구 금상로30번길 6-10","37.437979","127.1604026","",""
"성남시중원구","24546178","개인택시(김기영)","경기  성남시  중원구  중동","0.0","0.0","",""
"성남시중원구","24562316","개인택시(조성팔)","경기 성남시 중원구 둔촌대로217번길 11,","37.4292909","127.1418859","",""
"성남시중원구","24562324","개인택시(김태용)","경기 성남시 중원구 금상로 134,","37.4407854","127.1690789","",""
"성남시중원구","24562332","개인택시(박복남)","경기 성남시 중원구 순환로453번길 44","37.4597877","127.1679943","",""
"성남시중원구","24562472","개인택시(김형빈)","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","24562506","개인택시(이상남)","경기 성남시 중원구 둔촌대로190번길 3,","37.4288574","127.1394189","",""
"성남시중원구","24565590","개인택시(노중대)","경기 성남시 중원구 원터로99번길 6-1","37.4355212","127.1423061","",""
"성남시중원구","24565699","개인택시(주진국)","경기  성남시  중원구  금광1동","37.445126","127.162338","",""
"성남시중원구","24565822","개인택시(김광희)","경기 성남시 중원구 시민로108번길 39-1","37.4398158","127.1494167","",""
"성남시중원구","24567174","개인택시(정명수)","경기 성남시 중원구 광명로347번길 12-13","37.4473426","127.1647926","",""
"성남시중원구","24567307","밝은약국","경기 성남시 중원구 산성대로 348-1","37.4436653","127.1552151","건강,의료>약국",""
"성남시중원구","24571648","개인택시(안재환)","경기 성남시 중원구 시민로11번길 31-2","37.4302203","127.1477803","",""
"성남시중원구","24571697","개인택시(정만석)","경기 성남시 중원구 희망로 412,","37.4423416","127.1598913","",""
"성남시중원구","24571887","개인택시(최석복)","경기  성남시  중원구  은행1동","37.4521126","127.1689061","",""
"성남시중원구","24572133","개인택시(이문수)","경기 성남시 중원구 둔촌대로194번길 2","37.4288501","127.1398526","",""
"성남시중원구","24576274","개인택시(양재호)","경기 성남시 중원구 순환로198번길 12,","37.4410034","127.1805581","",""
"성남시중원구","24576373","개인택시(이병호)","경기 성남시 중원구 둔촌대로371번길 9-26","37.4338563","127.1567045","",""
"성남시중원구","24583155","모란불교용품총판","경기 성남시 중원구 성남대로 1108,","37.4286695","127.1301722","",""
"성남시중원구","24597262","개인택시(정만우)","경기 성남시 중원구 금상로 134,","37.4407854","127.1690789","",""
"성남시중원구","24597288","개인택시(변상운)","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","24597304","개인택시(김성수)","경기 성남시 중원구 박석로85번길 35-3","37.4378947","127.1624005","",""
"성남시중원구","24597460","개인택시(장일영)","경기 성남시 중원구 금상로102번길 12","37.4417393","127.1669312","",""
"성남시중원구","24597510","개인택시(윤종현)","경기 성남시 중원구 사기막골로31번길 34,","37.4374622","127.1681894","",""
"성남시중원구","24597619","개인택시(심인택)","경기 성남시 중원구 금빛로25번길 39-8","37.4432463","127.164831","",""
"성남시중원구","24599409","개인택시(노주호)","경기 성남시 중원구 사기막골로203번길 5-1,","37.4453157","127.1807724","",""
"성남시중원구","24599425","개인택시(이상기)","경기 성남시 중원구 황송로 6,","37.4450443","127.1694241","",""
"성남시중원구","24599573","개인택시(정재능)","경기 성남시 중원구 은행로7번길 24-2,","37.456181","127.1643032","",""
"성남시중원구","24606204","성남시새마을재활용센타","경기 성남시 중원구 제일로 20","37.4290685","127.1378379","",""
"성남시중원구","24614323","개인택시(김찬식)","경기 성남시 중원구 황송로13번길 11,","37.4467361","127.1688963","",""
"성남시중원구","24614331","개인택시(서정호)","경기 성남시 중원구 산성대로562번길 5-6,","37.4603617","127.1673211","",""
"성남시중원구","24617706","개인택시(신부휴)","경기 성남시 중원구 희망로400번길 8-1","37.4410964","127.1608307","",""
"성남시중원구","24617763","개인택시(김종학)","경기 성남시 중원구 둔촌대로101번길 16-15,","37.4313283","127.1309745","",""
"성남시중원구","24641706","개인택시(구준회)","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","",""
"성남시중원구","24641714","개인택시(강덕묵)","경기 성남시 중원구 황송로 77,","37.4504178","127.1732815","",""
"성남시중원구","24643850","친구찾기","경기 성남시 중원구 은이로29번길 3","37.4565642","127.167351","술집>포장마차",""
"성남시중원구","24659633","개인택시(임근택)","경기 성남시 중원구 희망로367번길 8-8","37.4389017","127.1577817","",""
"성남시중원구","24659880","개인택시(김문갑)","경기 성남시 중원구 금상로 122-3","37.4421154","127.1683896","",""
"성남시중원구","24659963","개인택시(호도원)","경기 성남시 중원구 산성대로 418","37.4490293","127.1591297","",""
"성남시중원구","24662082","개인택시(나기식)","경기 성남시 중원구 황송로 6,","37.4450443","127.1694241","",""
"성남시중원구","24662272","개인택시(안삼선)","경기 성남시 중원구 희망로357번길 12","37.4377543","127.1570218","",""
"성남시중원구","24662314","개인택시(정명환)","경기 성남시 중원구 광명로244번길 3-1","37.4419358","127.154026","",""
"성남시중원구","24662330","개인택시(조성기)","경기 성남시 중원구 광명로320번길 5","37.444697","127.1617177","",""
"성남시중원구","24672404","화돌농장","경기 성남시 중원구 금상로 91-1,","37.4424232","127.1654049","음식점>한식",""
"성남시중원구","24697658","개인택시","경기 성남시 중원구 시민로9번길 5","37.4307241","127.1508266","",""
"성남시중원구","24712911","시대약국","경기 성남시 중원구 순환로 188","37.4402446","127.1797717","건강,의료>약국",""
"성남시중원구","24713232","대원전기전자","경기 성남시 중원구 희망로353번길 8","37.4373718","127.1572959","쇼핑,유통>조명,디스플레이",""
"성남시중원구","24722738","GES(지이에스)","경기 성남시 중원구 원터로 32,","37.4300759","127.1447294","",""
"성남시중원구","24723918","노랑머리","경기 성남시 중원구 둔촌대로 272","37.4288256","127.1483923","생활,편의>미용실","http://cafe.naver.com/stylehair2003"
"성남시중원구","24779985","개인택시","경기 성남시 중원구 광명로395번길 7,","37.4483652","127.1706979","",""
"성남시중원구","24780041","개인택시","경기 성남시 중원구 박석로42번길 7-4","37.4370275","127.1666499","",""
"성남시중원구","24780132","개인택시","경기 성남시 중원구 둔촌대로401번길 15-2","37.4347674","127.1613496","",""
"성남시중원구","24802910","개인택시(원정호)","경기 성남시 중원구 광명로347번길 5-10","37.4463671","127.1637143","",""
"성남시중원구","24802936","개인택시(오용식)","경기 성남시 중원구 박석로71번길 5","37.4387648","127.1654673","",""
"성남시중원구","24802969","개인택시(원창희)","경기 성남시 중원구 금빛로85번길 12","37.4492566","127.1651813","",""
"성남시중원구","24803058","개인택시(신정웅)","경기 성남시 중원구 금빛로94번길 11-1","37.4504151","127.167406","",""
"성남시중원구","24804890","개인택시(최성환)","경기 성남시 중원구 산성대로572번길 8-1","37.460505","127.1677778","",""
"성남시중원구","24808107","성진목재","경기 성남시 중원구 광명로 99","37.4355346","127.1397004","",""
"성남시중원구","24839185","무등흑염소","경기 성남시 중원구 둔촌대로 79","37.4302513","127.127939","",""
"성남시중원구","24848970","신구대리점","경기  성남시  중원구  금광1동","37.445126","127.162338","",""
"성남시중원구","24852691","개인택시(김귀열)","경기 성남시 중원구 광명로354번길 22","37.4445447","127.166003","",""
"성남시중원구","24852949","개인택시(김종수)","경기  성남시  중원구  은행1동","37.4521126","127.1689061","",""
"성남시중원구","24870024","주공팜약국","경기 성남시 중원구 산성대로552번길 15,","37.4598428","127.1706654","건강,의료>약국",""
"성남시중원구","24875320","강남","경기 성남시 중원구 산성대로 266-12","37.4399212","127.1471777","",""
"성남시중원구","24883043","(주)코아텍코퍼레이션","경기 성남시 중원구 둔촌대로 111,","37.4294583","127.1312976","서비스,산업>기업",""
"성남시중원구","24938110","외출준비미용실","경기 성남시 중원구 산성대로552번길 15","37.4598428","127.1706654","",""
"성남시중원구","24938573","개인택시(정장연)","경기 성남시 중원구 박석로33번길 6-16","37.4364956","127.1655071","",""
"성남시중원구","24938581","개인택시(김강일)","경기 성남시 중원구 금상로 134,","37.4407854","127.1690789","",""
"성남시중원구","24938664","개인택시(오광석)","경기 성남시 중원구 둔촌대로371번길 11-19","37.433928","127.1569897","",""
"성남시중원구","24938722","개인택시(유영수)","경기 성남시 중원구 산성대로552번길 15,","37.4598428","127.1706654","",""
"성남시중원구","24938987","개인택시(최명하)","경기 성남시 중원구 자혜로32번길 13","37.44914","127.1635689","",""
"성남시중원구","24950685","뷰토피아","경기 성남시 중원구 둔촌대로170번길 9","37.4289786","127.1381409","",""
"성남시중원구","24954422","이공건설(주)","경기 성남시 중원구 둔촌대로 130","37.4287043","127.1331917","전기,가스,수도사업>도시가스",""
"성남시중원구","24965519","비비큐 치킨엔비어","경기 성남시 중원구 광명로 299","37.4446642","127.1593764","",""
"성남시중원구","24987612","LHK(라이트하우스코리아)","경기 성남시 중원구 둔촌대로 537,","37.4320802","127.1764403","",""
"성남시중원구","24998551","함바식당","경기 성남시 중원구 박석로86번길 4","37.440402","127.1650692","",""
"성남시중원구","25001223","개인택시","경기 성남시 중원구 박석로62번길 13-2","37.4389805","127.1673583","",""
"성남시중원구","25003534","연세제일내과의원","경기 성남시 중원구 성남대로 1146,","37.4320692","127.1295284","병원,의원>내과",""
"성남시중원구","25048596","장수건강원","경기 성남시 중원구 금빛로41번길 5","37.4455362","127.1672518","쇼핑,유통>건강보조식품","http://www.moranjansu.kr/"
"성남시중원구","25048935","개인택시","경기  성남시  중원구  상대원2동","37.4388892","127.1582826","",""
"성남시중원구","25087248","부흥기물","경기 성남시 중원구 희망로 340","37.4360683","127.1583985","",""
"성남시중원구","25129727","처가집통닭","경기 성남시 중원구 금상로 134,","37.4407854","127.1690789","",""
"성남시중원구","25176363","승진사","경기 성남시 중원구 산성대로 280-4","37.4406401","127.1481792","",""
"성남시중원구","25186370","참새방앗간","경기 성남시 중원구 제일로63번길 25-4","37.4319706","127.1329774","술집>맥주,호프",""
"성남시중원구","25200957","미래컴퓨터","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","수리,AS>컴퓨터수리","http://blog.naver.com/siwon9308"
"성남시중원구","25224304","개인택시","경기 성남시 중원구 은행로3번길 21,","37.4566153","127.1635988","",""
"성남시중원구","25229618","키다리치킨","경기 성남시 중원구 금상로 59","37.4406104","127.1625052","음식점>치킨,닭강정",""
"성남시중원구","25236803","개인택시","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","25239963","개인택시","경기 성남시 중원구 광명로194번길 8","37.4396013","127.1492175","",""
"성남시중원구","25240110","개인택시","경기  성남시  중원구  금광동","37.445126","127.162338","",""
"성남시중원구","25261900","개인택시","경기  성남시  중원구  중동","0.0","0.0","",""
"성남시중원구","25295957","밝은숲.단림","경기  성남시  중원구  도촌로  12","37.415204","127.1507844","",""
"성남시중원구","25301797","민랑축산물직판장","경기 성남시 중원구 희망로344번길 3","37.436439","127.1584776","",""
"성남시중원구","25306341","(주)모간","경기 성남시 중원구 둔촌대로 394","37.4329578","127.160589","제조업>기계,장비제조",""
"성남시중원구","25306846","동산유통","경기 성남시 중원구 둔촌대로 388,","37.4329132","127.1593288","",""
"성남시중원구","25317033","개인택시","경기 성남시 중원구 금상로 134,","37.4407854","127.1690789","",""
"성남시중원구","25330598","개인택시","경기 성남시 중원구 시민로98번길 19-1","37.4382664","127.1478672","",""
"성남시중원구","25330945","개인택시","경기 성남시 중원구 금빛로41번길 28","37.4451545","127.1646887","",""
"성남시중원구","25387325","성남농업협동조합","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","25390105","덕성유리","경기  성남시  중원구  성남동","37.4319653","127.1316341","쇼핑,유통>유리",""
"성남시중원구","25426099","도미노피자","경기 성남시 중원구 산성대로 200","37.43696","127.1407327","음식점>피자","http://www.dominos.co.kr/"
"성남시중원구","25453820","(주)신신장식","경기 성남시 중원구 둔촌대로 139","37.4291891","127.1343126","쇼핑,유통>가구,인테리어",""
"성남시중원구","25458696","슬기그린웨이","경기 성남시 중원구 둔촌대로 122","37.4286885","127.1324375","",""
"성남시중원구","25480385","개인택시","경기 성남시 중원구 광명로256번길 5,","37.4424402","127.155504","",""
"성남시중원구","25480401","개인택시","경기 성남시 중원구 둔촌대로151번길 41","37.42974","127.1309804","",""
"성남시중원구","25480435","개인택시","경기 성남시 중원구 광명로347번길 12-3","37.4472487","127.1644061","",""
"성남시중원구","25509555","성심우리약국","경기 성남시 중원구 은이로 10","37.4574049","127.1651622","건강,의료>약국",""
"성남시중원구","25520388","컴스클럽","경기 성남시 중원구 시민로 71","37.4351722","127.1473882","",""
"성남시중원구","25540097","개인택시","경기 성남시 중원구 희망로317번길 16-7","37.4345778","127.1570958","",""
"성남시중원구","25578287","광주","경기 성남시 중원구 공원로319번길 2","37.4419926","127.1520693","",""
"성남시중원구","25627951","정원","경기 성남시 중원구 산성대로 112-1","37.4337865","127.131701","연애,결혼>결혼정보회사",""
"성남시중원구","25628405","개인택시","경기 성남시 중원구 희망로359번길 33-1","37.4379182","127.1545142","",""
"성남시중원구","25628454","개인택시","경기 성남시 중원구 산성대로552번길 15,","37.4598428","127.1706654","",""
"성남시중원구","25628520","개인택시","경기 성남시 중원구 광명로342번길 23-11","37.4441902","127.1655212","",""
"성남시중원구","25651639","대원문구슈퍼","경기 성남시 중원구 둔촌대로 244","37.4281011","127.1452753","쇼핑,유통>슈퍼,마트",""
"성남시중원구","25718891","개인택시","경기  성남시  중원구  금광2동","37.4462711","127.1640276","",""
"성남시중원구","25721267","참돈","경기 성남시 중원구 갈마치로 215,","37.4329927","127.1736851","음식점>한식",""
"성남시중원구","25740002","개인택시","경기 성남시 중원구 금상로87번길 6-7","37.4426516","127.1651604","",""
"성남시중원구","25749078","아모레카운셀러","경기 성남시 중원구 광명로 45,","37.4340356","127.134032","",""
"성남시중원구","25761867","남한산성약사사","경기  성남시  중원구  은행동","37.4521126","127.1689061","불교>절,사찰","http://cafe.daum.net/yaksasa1/"
"성남시중원구","25762196","중동왕족발","경기 성남시 중원구 광명로256번길 6","37.442426","127.1551755","한식>족발,보쌈","http://www.odr.kr/mzczjo"
"성남시중원구","25787409","하나부페","경기 성남시 중원구 광명로 169-1,","37.4390727","127.1464357","",""
"성남시중원구","25789579","그로리아","경기  성남시  중원구  상대원2동","37.4388892","127.1582826","생활,편의>미용실",""
"성남시중원구","25806894","산골생오리구이전문점","경기 성남시 중원구 산성대로 468","37.4532958","127.1610435","",""
"성남시중원구","25806910","아이비의원","경기 성남시 중원구 자혜로 73-2,","37.4513494","127.1676238","병원,의원>내과",""
"성남시중원구","25892274","J마트","경기 성남시 중원구 둔촌대로 560","37.4311466","127.1786055","",""
"성남시중원구","25905837","개인택시","경기 성남시 중원구 자혜로 36-1","37.4502561","127.1636733","",""
"성남시중원구","25926510","개인택시","경기 성남시 중원구 희망로422번길 32-4","37.4439218","127.1621151","",""
"성남시중원구","25926619","성남디자인,우리미용기구","경기 성남시 중원구 둔촌대로 225,","37.4284742","127.1431531","",""
"성남시중원구","25928938","서울32아3486","경기  성남시  중원구  하대원동","37.4282988","127.1463215","",""
"성남시중원구","25967399","서울35바3599","경기  성남시  중원구  은행1동","37.4521126","127.1689061","",""
"성남시중원구","25972928","일성","경기 성남시 중원구 둔촌대로 305,","37.4303791","127.1519227","쇼핑,유통>자동차부품",""
"성남시중원구","26001438","바다원(주)","경기 성남시 중원구 둔촌대로 495,","37.4322936","127.1714839","쇼핑,유통>건어물","http://www.badaone.co.kr/"
"성남시중원구","26044404","현대인테리어","경기 성남시 중원구 제일로35번길 50","37.4322643","127.1319814","전문디자인>인테리어디자인","http://blog.naver.com/pjy1000pjy"
"성남시중원구","26045500","제니스","경기 성남시 중원구 성남대로1148번길 16","37.4324704","127.1308763","제조업>섬유가공",""
"성남시중원구","26081513","아폴로코리아","경기 성남시 중원구 둔촌대로 560,","37.4311466","127.1786055","",""
"성남시중원구","26188185","엉터리생고기전문점","경기 성남시 중원구 금상로 39","37.4392949","127.1610988","",""
"성남시중원구","26203281","B.Y.C","경기 성남시 중원구 금빛로 45","37.4459711","127.1673424","",""
"성남시중원구","26218990","해원사","경기 성남시 중원구 제일로35번길 17","37.4306922","127.134871","",""
"성남시중원구","26229682","태평양아모레","경기 성남시 중원구 산성대로 380","37.4457235","127.1578121","",""
"성남시중원구","26246165","경기농산","경기 성남시 중원구 박석로15번길 41-3","37.4341735","127.1611796","",""
"성남시중원구","26267872","황정아헤어샵","경기  성남시  중원구  중동","0.0","0.0","생활,편의>미용실",""
"성남시중원구","26273706","소망","경기  성남시  중원구  금광1동","37.445126","127.162338","",""
"성남시중원구","26279521","개인택시","경기 성남시 중원구 박석로87번길 4","37.4404118","127.1644785","",""
"성남시중원구","26280842","뜨개질하는 남자","경기  성남시  중원구  금광1동","37.445126","127.162338","미술,공예품>뜨개","http://blog.naver.com/nanna2462462"
"성남시중원구","26293993","올림피아","경기 성남시 중원구 산성대로334번길 13","37.4421857","127.1543623","쇼핑,유통>오토바이",""
"성남시중원구","26307538","천냥마트","경기  성남시  중원구  성남동","37.4319653","127.1316341","쇼핑,유통>가정,생활용품",""
"성남시중원구","26307652","성남종합건재상사","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","26340406","용궁선녀","경기 성남시 중원구 희망로353번길 44-7","37.4376764","127.1532174","생활,편의>운세,사주","http://blog.naver.com/las4830"
"성남시중원구","26348573","이원화공약품상사","경기 성남시 중원구 둔촌대로457번길 8","37.4324179","127.168675","제조업>화학물질,제품제조","http://www.ewonchem.co.kr/"
"성남시중원구","26439083","우리정보","경기 성남시 중원구 마지로 135,","37.4275731","127.1444256","쇼핑,유통>휴대폰",""
"성남시중원구","26471326","장항온정집","경기 성남시 중원구 산성대로 472,","37.4535796","127.1611958","",""
"성남시중원구","26505404","한솔주산속셈학원","경기 성남시 중원구 순환로 178,","37.439461","127.179549","",""
"성남시중원구","26506568","신구건강원","경기 성남시 중원구 광명로 360","37.446203","127.1658398","쇼핑,유통>건강보조식품",""
"성남시중원구","26567750","꼬꼬닭","경기 성남시 중원구 사기막골로31번길 34,","37.4374622","127.1681894","음식점>치킨,닭강정",""
"성남시중원구","26599886","동광농원","경기  성남시  중원구  갈현동","37.4236512","127.173775","쇼핑,유통>원예,화훼농원",""
"성남시중원구","26617308","태창이블","경기 성남시 중원구 희망로353번길 4","37.4373985","127.1577731","",""
"성남시중원구","26623215","신한의원","경기 성남시 중원구 희망로344번길 4,","37.4362952","127.1584836","병원,의원>한의원",""
"성남시중원구","26625533","(주)알짜넷","경기 성남시 중원구 사기막골로 124,","37.4403449","127.1776495","컴퓨터프로그래밍,정보서비스업>시스템,네트워크","http://www.alzzanet.co.kr/"
"성남시중원구","26636522","이레음악학원","경기 성남시 중원구 희망로344번길 11","37.4364576","127.1593275","음악학원",""
"성남시중원구","26658500","모델미용실","경기 성남시 중원구 둔촌대로127번길 22,","37.4310045","127.1328272","생활,편의>미용실",""
"성남시중원구","26661660","장원닭요리전문","경기 성남시 중원구 금상로57번길 5","37.4405862","127.1621392","한식>닭요리",""
"성남시중원구","26672386","남성패션","경기  성남시  중원구  금광1동","37.445126","127.162338","",""
"성남시중원구","26691675","센스코","경기 성남시 중원구 사기막골로 137,","37.4416725","127.1767432","쇼핑,유통>화장품,향수",""
"성남시중원구","26729095","(주)프라이드스쿨","경기 성남시 중원구 여수울로15번길 22-2,","37.4206167","127.130809","사진,스튜디오>앨범","http://www.prideschool.co.kr"
"성남시중원구","26731273","김종실미용실","경기 성남시 중원구 자혜로 42-1","37.4503679","127.1642567","",""
"성남시중원구","26750109","남원고을추어탕","경기 성남시 중원구 성남대로1140번길 15","37.4317381","127.1310965","한식>추어탕",""
"성남시중원구","26750265","영덕물회","경기  성남시  중원구  성남동","37.4319653","127.1316341","한식>생선회",""
"성남시중원구","26753137","시골갈치백반","경기 성남시 중원구 둔촌대로151번길 9","37.4296719","127.13479","음식점>한식",""
"성남시중원구","26782300","무진장","경기 성남시 중원구 광명로 126","37.4367327","127.14251","한식>육류,고기요리",""
"성남시중원구","26799247","두원약국","경기 성남시 중원구 광명로 141-1","37.4377882","127.1437402","건강,의료>약국",""
"성남시중원구","26800011","용천암","경기 성남시 중원구 박석로61번길 6-2","37.4383698","127.1653515","",""
"성남시중원구","26810473","데아뜨르","경기 성남시 중원구 광명로 372,","37.446439","127.1672075","",""
"성남시중원구","26844274","선경쌀상회","경기 성남시 중원구 금상로 134,","37.4407854","127.1690789","",""
"성남시중원구","26855379","이나경헤어터치","경기 성남시 중원구 제일로35번길 53","37.432353","127.1314216","생활,편의>미용실",""
"성남시중원구","26862789","(주)대우일렉트로닉스광주","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","",""
"성남시중원구","26862854","(주)대우일렉트로닉스인천","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","",""
"성남시중원구","26863134","(주)대우일렉트로닉스마포","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","",""
"성남시중원구","26863530","(주)대우일렉트로닉스구미","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","",""
"성남시중원구","26873562","한국초저온용기(주)","경기 성남시 중원구 둔촌대로 560,","37.4311466","127.1786055","쇼핑,유통>과학기기,장비",""
"성남시중원구","26881094","바우네감자탕","경기  성남시  중원구  하대원동","37.4282988","127.1463215","한식>감자탕",""
"성남시중원구","26905125","개인택시  서울32사8691","경기 성남시 중원구 둔촌대로 218-1,","37.4276794","127.1424176","",""
"성남시중원구","26926006","송죽골","경기 성남시 중원구 박석로 68-1","37.4389818","127.1658954","음식점>한식",""
"성남시중원구","26968297","충남흑염소","경기 성남시 중원구 둔촌대로 71","37.4301489","127.1270046","쇼핑,유통>건강보조식품",""
"성남시중원구","26968404","홍콩안경","경기  성남시  중원구  금광2동","37.4462711","127.1640276","쇼핑,유통>안경원",""
"성남시중원구","26986679","알뜰매장","경기 성남시 중원구 시민로 92","37.4368472","127.1465993","쇼핑,유통>슈퍼,마트",""
"성남시중원구","27015049","연세밝은마음정신과의원","경기 성남시 중원구 산성대로 356,","37.444027","127.1559864","병원,의원>정신건강의학과","http://www.sayusayme.co.kr/"
"성남시중원구","27024595","잭테일러","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","27024777","다인바이오(주)","경기 성남시 중원구 사기막골로45번길 14,","37.4367182","127.1698552","쇼핑,유통>과학기기,장비",""
"성남시중원구","27036912","개인택시","경기 성남시 중원구 순환로 178,","37.439461","127.179549","",""
"성남시중원구","27041003","이비카드(주)","경기 성남시 중원구 사기막골로 177,","37.4444603","127.1780455","",""
"성남시중원구","27059849","예림광고","경기 성남시 중원구 금상로 40","37.4390486","127.1613016","제조업>광고물,현수막제작","http://www.yelimad.com/"
"성남시중원구","27106855","개인택시","경기 성남시 중원구 산성대로 254-4,","37.4397162","127.1457945","",""
"성남시중원구","27126036","대흥건업","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","27137645","개인택시","경기 성남시 중원구 박석로 48-5","37.4369323","127.1662035","",""
"성남시중원구","27143296","신안공판장","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","27148642","경기32바  7231","경기 성남시 중원구 은행로 26,","37.4548466","127.164717","",""
"성남시중원구","27169010","경기32바  5006","경기 성남시 중원구 은이로 28-12","37.4561719","127.1664423","",""
"성남시중원구","27169143","경기32바  4375","경기  성남시  중원구  상대원1동","37.4331484","127.1645321","",""
"성남시중원구","27184563","전남건강원","경기 성남시 중원구 둔촌대로 79","37.4302513","127.127939","쇼핑,유통>건강보조식품",""
"성남시중원구","27208271","성지의류","경기  성남시  중원구  성남동","37.4319653","127.1316341","",""
"성남시중원구","27216506","개인택시","경기 성남시 중원구 박석로 9-2","37.4336429","127.1656595","",""
"성남시중원구","27219286","개인택시","경기 성남시 중원구 박석로5번길 44-1","37.4339748","127.1611499","",""
